time[s], acc_x[m/s^2], acc_y[m/s^2], acc_z[m/s^2]
1053.783, 1.141, -0.279, 1.621
1053.811, -0.55, -0.066, 0.82
1053.836, -0.499, 0.105, 0.986
1053.862, -2.165, 0.86, 1.94
1053.888, -7.479, -0.814, 2.156
1053.914, -5.434, -0.891, 3.765
1053.939, -10.855, -2.8, -10.211
1053.966, 3.223, 0.525, -5.642
1053.992, 1.455, 2.826, -2.273
1054.017, -0.448, 3.894, -2.288
1054.042, -0.078, -1.071, -1.507
1054.07, -1.197, -1.856, -0.649
1054.095, 1.38, -2.524, -0.404
1054.121, 2.368, -2.389, 0.492
1054.147, 5.355, -1.217, 0.861
1054.173, 5.627, -1.319, 1.047
1054.2, 4.556, -1.52, 1.425
1054.225, 4.581, 0.508, 1.321
1054.252, 2.703, -0.671, -0.375
1054.277, 1.834, -0.948, 2.022
1054.303, 0.654, 1.859, 3.333
1054.33, -3.909, -0.283, 1.895
1054.356, -7.104, -1.423, 1.813
1054.381, -8.745, -0.224, 2.552
1054.407, -3.958, 7.49, -5.04
1054.433, -1.255, 4.368, -3.662
1054.459, 2.193, -5.845, -4.288
1054.485, -0.901, -4.383, -4.359
1054.512, -3.197, -0.534, -2.682
1054.537, -4.438, 2.541, -1.664
1054.562, 0.047, -0.209, 0.059
1054.588, 1.148, 1.059, 0.976
1054.613, 3.703, 0.966, 1.21
1054.639, 5.29, 1.138, 1.726
1054.665, 6.048, -0.081, 1.388
1054.691, 6.835, 0.345, 1.676
1054.717, 6.685, 0.242, 1.604
1054.742, 3.355, -0.638, 1.71
1054.767, 1.597, -0.417, 1.489
1054.793, 0.08, 0.136, 2.096
1054.818, -2.624, 2.953, 1.126
1054.845, -8.292, -0.921, 1.364
1054.871, -5.84, -0.492, 3.196
1054.896, -8.207, -1.195, -7.484
1054.922, 2.371, 1.869, -1.284
1054.948, 2.703, 4.47, -2.033
1054.975, -1.462, 4.01, -3.594
1055.0, -2.798, 0.525, -3.363
1055.025, -0.849, -2.877, -1.202
1055.052, -0.803, -0.63, -0.765
1055.077, 0.539, -0.706, -0.169
1055.102, 3.912, -0.998, 0.706
1055.129, 4.555, -1.285, 1.221
1055.154, 4.363, -1.15, 0.99
1055.179, 5.129, -0.741, 1.35
1055.205, 3.027, 0.3, 0.68
1055.231, 1.27, -0.497, 0.179
1055.257, -0.353, -0.525, 0.424
1055.282, -1.307, 0.53, 3.963
1055.307, -3.081, -0.723, 3.514
1055.334, -5.674, -0.795, 3.065
1055.361, -6.093, 0.106, 3.882
1055.386, -3.268, 8.7, -3.975
1055.413, 0.306, 0.322, -3.776
1055.439, 2.377, -5.909, -4.355
1055.464, -2.044, -3.259, -4.483
1055.49, -6.113, 2.718, -2.612
1055.515, -2.829, 1.655, -0.967
1055.541, -0.76, -0.053, -0.453
1055.568, 1.817, 1.348, 0.982
1055.594, 4.463, 1.106, 1.774
1055.619, 5.714, 1.287, 1.97
1055.646, 7.142, 0.096, 1.492
1055.672, 7.34, 0.116, 1.67
1055.697, 6.755, 0.227, 2.101
1055.722, 1.752, 0.412, 1.878
1055.747, -0.684, 0.834, 1.467
1055.773, -2.257, 1.221, 1.805
1055.798, -3.528, 1.132, 2.145
1055.824, -6.053, -0.325, 2.398
1055.85, -4.588, -0.257, 3.655
1055.877, -8.341, -1.946, -9.151
1055.902, 3.622, -0.19, -4.167
1055.928, 3.07, 2.708, -2.231
1055.953, -1.307, 4.854, -2.306
1055.978, -3.043, 3.245, -1.476
1056.004, -0.668, -1.404, -0.163
1056.033, 0.153, -1.989, -0.082
1056.059, 1.94, -2.076, 0.268
1056.084, 4.648, -1.316, 0.787
1056.111, 5.481, -1.553, 1.106
1056.138, 3.619, -1.602, 1.243
1056.163, 2.51, -0.506, 1.633
1056.19, 1.813, 0.263, 1.924
1056.216, 0.524, 0.78, 1.93
1056.242, -0.236, 1.167, 2.119
1056.267, -1.531, -0.891, 3.125
1056.294, -4.11, -2.041, 3.013
1056.321, -5.601, 0.373, 3.708
1056.348, -4.865, 5.942, -5.288
1056.375, -3.806, 8.554, -2.314
1056.403, 2.322, -5.885, -4.385
1056.43, -0.29, -4.406, -4.352
1056.456, -3.987, -0.362, -2.795
1056.482, -5.16, 2.133, -0.933
1056.507, -1.174, 0.323, 0.477
1056.534, 0.694, 0.979, 1.013
1056.559, 3.465, 1.5, 1.914
1056.585, 4.507, 1.163, 1.913
1056.611, 5.148, 0.26, 1.502
1056.636, 6.168, 0.068, 1.805
1056.661, 6.029, -0.093, 2.064
1056.688, 3.62, -0.403, 1.958
1056.712, 1.422, 0.006, 1.73
1056.737, 0.15, 0.734, 2.277
1056.762, -3.694, 1.838, 1.108
1056.789, -6.375, -0.139, 1.295
1056.815, -4.74, -1.917, 2.543
1056.842, -5.257, -1.518, 0.904
1056.867, -3.274, -8.174, -1.649
1056.893, 3.071, 1.418, -4.664
1056.921, 3.449, 3.884, -2.88
1056.947, -1.516, 2.147, -1.004
1056.973, 0.207, -1.011, -1.223
1056.999, -1.047, -1.728, -0.659
1057.025, 2.11, -2.008, -0.051
1057.051, 2.83, -1.412, 0.281
1057.077, 5.462, -0.562, 0.919
1057.102, 4.265, 0.018, 1.584
1057.127, 2.887, -0.289, 1.246
1057.153, 1.729, -0.642, 0.811
1057.178, 1.43, -1.185, 1.147
1057.204, -1.702, 0.258, 2.812
1057.231, -3.177, 1.65, 4.66
1057.257, -2.176, 1.578, 4.154
1057.282, -1.984, -3.797, 1.727
1057.309, -4.044, -2.459, 2.836
1057.335, -4.792, 1.075, 0.418
1057.361, -3.508, 4.774, -5.811
1057.386, -0.981, -4.268, -6.285
1057.413, 0.885, -0.218, -6.146
1057.44, -0.889, 2.466, -4.03
1057.465, -3.409, -0.53, -1.574
1057.491, -2.509, -0.93, 0.014
1057.517, -1.431, 1.203, 0.669
1057.542, 0.81, 2.74, 1.601
1057.568, 5.169, 2.08, 2.333
1057.593, 5.237, 0.476, 1.825
1057.618, 6.379, -0.611, 1.667
1057.644, 6.342, -0.507, 1.871
1057.67, 4.86, -0.248, 1.806
1057.696, 1.998, 0.781, 1.948
1057.721, -0.139, 1.148, 1.237
1057.747, -2.406, 0.22, 2.897
1057.773, -4.834, -0.022, 2.967
1057.798, -6.214, 0.151, 2.872
1057.824, -8.552, -4.741, -11.624
1057.85, -1.407, -10.2, -2.683
1057.876, 4.843, 1.0, -2.49
1057.902, -3.823, 6.249, -1.889
1057.929, -4.175, 3.405, -3.231
1057.955, -1.713, -3.029, -2.301
1057.981, -1.033, -3.352, -1.818
1058.007, 1.421, -1.631, 0.035
1058.033, 3.311, -1.795, 0.734
1058.059, 4.183, -2.175, 0.983
1058.084, 3.508, -1.273, 1.479
1058.111, 3.566, -0.261, 1.655
1058.137, 3.549, -0.018, 1.95
1058.162, 2.742, -0.384, 2.049
1058.188, 1.408, -0.392, 1.946
1058.214, 0.957, 0.422, 3.281
1058.24, 1.05, 1.436, 3.939
1058.265, -2.0, -1.185, 2.748
1058.291, -4.174, -0.525, 2.272
1058.317, -2.992, 2.245, -0.825
1058.342, -2.621, 4.815, -6.047
1058.369, 0.576, -4.208, -3.254
1058.395, 0.19, -7.451, -4.101
1058.421, -1.627, -7.002, -4.038
1058.447, -4.13, 3.318, -1.396
1058.473, -2.81, 2.672, -0.783
1058.498, -2.337, -0.143, -0.49
1058.523, 2.852, 1.012, 0.761
1058.549, 4.052, 1.208, 1.357
1058.576, 3.19, 0.329, 1.103
1058.602, 4.059, 0.072, 0.826
1058.627, 4.508, -1.221, 1.331
1058.653, 3.439, -0.987, 1.529
1058.679, 1.95, -0.787, 1.421
1058.706, 0.566, -0.1, 1.563
1058.732, 0.166, 0.552, 1.728
1058.758, -0.621, 0.777, 1.636
1058.784, -5.228, -2.34, 1.317
1058.809, -5.352, -0.99, 2.841
1058.836, -4.054, 0.937, 3.566
1058.862, -3.061, -3.314, -2.661
1058.888, 3.388, 0.949, -2.78
1058.915, 2.717, 1.914, -3.117
1058.942, -1.644, 1.042, -3.526
1058.967, -0.425, -1.132, -2.158
1058.992, -1.266, -1.676, -2.684
1059.019, -0.82, -1.589, -1.866
1059.045, 0.627, -0.862, -0.809
1059.071, 1.968, -0.979, -0.336
1059.097, 1.73, -1.423, 0.303
1059.124, 1.705, -1.255, 0.663
1059.15, 2.546, 0.043, 1.204
1059.176, 2.143, -0.091, 1.49
1059.202, 1.615, -0.32, 1.454
1059.228, 1.718, -0.07, 1.531
1059.254, 1.9, 0.697, 2.211
1059.279, 2.29, 0.518, 3.136
1059.305, 1.557, 0.949, 2.921
1059.331, -0.694, 0.009, 1.65
1059.356, -2.33, -0.934, 1.711
1059.382, -3.387, 0.14, -4.617
1059.408, -3.843, 3.75, -3.842
1059.434, 1.37, -1.344, -3.225
1059.461, 1.918, -2.458, -4.225
1059.486, -2.997, -0.164, -3.24
1059.512, -3.871, 3.49, -1.562
1059.539, -4.091, 4.074, -0.473
1059.564, -1.072, -0.645, -0.694
1059.59, -0.245, -0.729, -0.16
1059.616, 0.984, -0.697, 0.586
1059.641, 3.201, -0.21, 0.698
1059.666, 4.588, 0.628, 1.059
1059.691, 3.868, -0.056, 0.911
1059.716, 3.488, -0.617, 1.238
1059.742, 1.912, -0.5, 0.915
1059.768, 1.954, -0.668, 0.646
1059.793, 1.698, -0.299, 0.743
1059.818, 0.457, 0.116, 1.373
1059.844, -3.23, -0.493, 1.614
1059.87, -3.249, -0.394, 1.627
1059.895, -2.248, -0.371, 2.182
1059.921, -2.15, 0.024, 2.264
1059.949, -3.805, -0.272, -4.034
1059.975, -2.294, -4.044, -2.82
1060.001, -0.483, -1.356, 1.312
1060.027, -0.821, 5.498, -0.57
1060.054, 1.111, 2.736, -1.799
1060.08, 2.429, 0.095, -2.248
1060.105, -0.598, -0.125, -1.308
1060.131, -0.465, 0.734, -0.625
1060.155, 1.275, 1.417, 0.107
1060.182, 1.183, 0.855, 0.175
1060.208, 0.447, -0.892, 0.496
1060.235, 0.718, -0.512, 0.803
1060.261, 1.475, 0.175, 0.796
1060.287, 1.574, 0.146, 1.036
1060.313, 1.104, 0.14, 1.31
1060.339, 0.777, 0.694, 1.53
1060.365, 0.949, 1.001, 1.611
1060.391, 1.448, 0.649, 1.473
1060.417, 1.269, 0.343, 1.268
1060.443, 0.406, -0.66, 1.514
1060.47, 0.254, -0.417, 1.694
1060.496, 0.449, 0.033, 2.335
1060.521, 0.551, -0.076, 2.088
1060.547, -2.02, -0.882, 1.951
1060.573, -2.722, 0.339, 2.753
1060.599, -2.588, 1.565, 1.854
1060.625, -4.102, 3.467, -4.286
1060.652, -0.567, -1.413, -5.213
1060.677, 1.483, -1.13, -4.283
1060.704, -2.201, -2.401, -2.536
1060.73, -3.008, 2.281, -1.435
1060.757, -3.728, 2.608, -0.833
1060.782, -0.031, -0.958, -0.774
1060.807, 2.325, -0.711, 0.09
1060.834, 0.803, 1.017, 1.1
1060.86, 1.99, 1.214, 0.917
1060.885, 4.241, -0.505, 0.944
1060.911, 3.699, -1.362, 0.819
1060.938, 3.177, -1.823, 0.77
1060.964, 0.773, -1.006, 0.416
1060.991, 0.144, -1.011, 0.661
1061.017, -0.151, -1.356, 1.008
1061.042, -0.097, -1.267, 1.162
1061.068, -1.494, -0.695, 2.118
1061.093, -1.867, -0.681, 2.612
1061.118, -2.801, -0.544, 2.158
1061.144, -1.287, -1.183, 1.086
1061.17, -1.018, 0.082, -4.138
1061.196, -0.41, -1.317, -6.102
1061.222, -0.166, -0.346, -2.786
1061.249, -0.856, 3.469, -2.689
1061.274, -0.252, 2.013, -2.865
1061.299, -0.502, -1.666, -3.197
1061.325, -0.782, -1.23, -1.975
1061.351, -0.509, -0.824, -0.898
1061.376, 0.355, -0.327, -0.441
1061.401, 1.105, -0.086, 0.415
1061.426, 2.728, -0.5, 0.976
1061.452, 3.998, -1.12, 1.484
1061.477, 4.101, -1.16, 1.888
1061.502, 4.258, -0.637, 1.961
1061.528, 3.236, -0.926, 1.895
1061.554, 1.519, -0.948, 1.934
1061.58, 0.201, -0.831, 2.053
1061.606, -0.549, -0.181, 3.531
1061.632, -1.582, -0.622, 3.424
1061.659, -3.991, -0.703, 3.011
1061.685, -3.714, 3.809, -3.997
1061.711, -3.126, 8.821, -4.233
1061.737, -1.448, 0.127, -3.166
1061.762, -1.286, -1.636, -5.189
1061.789, -2.155, 1.501, -3.387
1061.816, -1.922, 4.181, -2.135
1061.844, -2.327, -0.362, -0.985
1061.871, 0.707, 0.343, -0.245
1061.895, 2.445, 0.634, 1.109
1061.921, 2.881, 0.581, 1.341
1061.947, 5.754, 0.278, 1.802
1061.973, 5.58, 1.122, 2.124
1061.999, 4.415, 1.426, 2.027
1062.025, 2.8, 1.074, 1.688
1062.051, 2.495, 0.705, 0.751
1062.076, 1.229, 0.974, 0.222
1062.102, -2.232, 0.767, 0.612
1062.128, -3.735, 0.719, 0.968
1062.155, -5.105, 1.431, 1.319
1062.182, -6.546, 2.383, 1.422
1062.209, -5.679, 0.808, 1.414
1062.234, -4.784, -0.742, -3.27
1062.26, -1.752, -5.262, -5.164
1062.285, 0.792, 0.624, -2.601
1062.311, -0.754, 2.204, -4.562
1062.337, -0.264, -1.308, -3.638
1062.362, 0.944, -2.441, -1.903
1062.387, 1.085, -1.038, -0.761
1062.412, 0.984, 0.134, 0.006
1062.438, 0.326, 0.638, 0.992
1062.463, 2.445, -0.041, 1.339
1062.489, 4.037, -0.519, 1.596
1062.515, 4.41, -0.825, 1.609
1062.54, 4.437, -0.953, 1.718
1062.566, 3.339, -0.693, 1.879
1062.591, 2.632, -0.824, 1.743
1062.617, 1.567, -1.135, 1.46
1062.644, 1.317, -0.089, 1.02
1062.67, 1.359, 0.002, 1.15
1062.696, 0.828, -0.537, 1.433
1062.722, -2.946, -1.755, 0.925
1062.748, -5.408, -2.614, 1.477
1062.774, -3.985, 0.628, 1.396
1062.799, -3.016, 4.48, -4.376
1062.824, -0.391, -1.121, -2.632
1062.851, 0.393, -6.035, -5.3
1062.877, 0.315, -5.003, -4.753
1062.902, -1.517, 0.534, -1.671
1062.928, -1.774, 0.508, -1.525
1062.954, -1.846, -1.023, -1.281
1062.979, -0.463, -0.447, -1.057
1063.005, 2.459, 0.443, 1.133
1063.031, 2.674, 1.127, 1.219
1063.058, 2.954, 1.082, 1.13
1063.084, 2.752, 0.452, 1.073
1063.11, 2.221, -0.076, 1.212
1063.136, 1.792, -0.708, 1.085
1063.163, 1.308, -1.198, 0.958
1063.191, 0.865, -1.103, 0.89
1063.217, 0.621, -1.072, 1.103
1063.244, -1.187, -0.24, 2.317
1063.27, -1.507, -0.128, 2.86
1063.296, -2.017, -0.611, 2.526
1063.321, -3.526, -0.915, -1.395
1063.348, -2.081, -4.501, -3.044
1063.374, 0.168, 0.331, -1.706
1063.4, -2.373, 2.718, -2.556
1063.426, 0.129, 0.28, -3.079
1063.452, 0.714, -2.092, -2.919
1063.477, -0.404, -2.717, -2.161
1063.502, -0.295, 0.478, -0.58
1063.529, 0.34, 0.061, 0.094
1063.554, 1.082, -0.803, 0.941
1063.581, 1.781, -0.669, 1.234
1063.607, 4.255, -0.476, 1.913
1063.633, 4.936, -0.691, 2.261
1063.659, 4.029, -1.358, 2.267
1063.684, 2.51, -1.922, 1.699
1063.711, 2.352, -1.988, 1.857
1063.737, 2.597, -1.957, 2.76
1063.762, 0.785, -2.912, 1.95
1063.787, -1.011, -2.042, 1.658
1063.815, -2.605, 0.212, 1.413
1063.84, -2.844, 1.165, -2.944
1063.866, -5.816, 9.926, -7.332
1063.891, -1.195, 1.363, -3.517
1063.917, -2.063, -3.492, -1.864
1063.942, -5.838, 5.662, -0.499
1063.968, 0.695, 4.075, -0.571
1063.995, 3.89, 1.196, 0.654
1064.022, 3.511, 0.015, 1.708
1064.048, 4.705, 1.122, 2.055
1064.074, 4.871, 1.217, 2.429
1064.101, 3.362, 1.311, 2.522
1064.127, 2.134, 1.815, 1.613
1064.153, 1.267, 1.729, 1.658
1064.18, -0.293, 3.647, 0.651
1064.205, -3.874, 2.429, 1.005
1064.231, -4.28, 0.778, 1.228
1064.257, -3.308, 0.498, 1.986
1064.282, -4.558, -0.388, 1.756
1064.308, -3.417, -0.648, 1.53
1064.335, -3.429, 1.161, -10.104
1064.362, 2.586, -3.424, -5.653
1064.387, -0.699, 0.06, -1.873
1064.414, -3.172, 4.631, -2.07
1064.441, -0.922, 6.009, -2.456
1064.466, -0.584, -2.888, -2.956
1064.492, -0.902, -3.849, -2.058
1064.517, -0.31, -2.714, -1.317
1064.542, 0.816, -1.382, -0.383
1064.568, 3.247, 0.071, 0.842
1064.594, 3.86, 0.184, 1.688
1064.62, 3.711, -0.02, 1.738
1064.647, 3.295, -0.596, 1.607
1064.673, 3.711, -0.571, 2.001
1064.7, 3.514, -0.512, 1.054
1064.727, 1.705, -0.438, 0.866
1064.753, 0.503, -0.406, 0.982
1064.78, -0.591, 0.057, 1.803
1064.805, -3.203, 1.433, 2.794
1064.832, -4.787, 1.599, 3.004
1064.859, -6.578, 0.949, 2.297
1064.885, -0.275, 1.932, -4.151
1064.911, 0.072, -2.138, -3.723
1064.937, -0.607, -1.508, -4.735
1064.962, -3.548, 4.224, -2.831
1064.989, -3.38, 2.934, -1.876
1065.016, -2.024, 1.078, -1.299
1065.042, -0.26, 0.724, -0.357
1065.067, 2.678, 1.231, 1.469
1065.093, 4.194, 0.638, 1.99
1065.119, 5.617, -0.295, 2.047
1065.145, 7.074, -0.28, 2.635
1065.171, 6.603, 0.244, 2.939
1065.197, 5.145, 0.774, 2.252
1065.222, 1.555, 1.032, 0.986
1065.248, 0.239, 0.628, 1.098
1065.274, -2.101, 0.303, 2.066
1065.3, -5.139, 0.702, 2.514
1065.326, -8.603, 1.381, 2.708
1065.352, -5.621, 0.797, 3.123
1065.378, -3.556, -0.162, -2.716
1065.403, 3.967, -8.162, -2.168
1065.43, 2.562, 1.613, -2.192
1065.455, -0.407, 6.569, -2.052
1065.48, -2.762, 7.159, -2.396
1065.506, -1.319, -1.793, -1.231
1065.532, 0.976, -1.851, -1.117
1065.559, 1.647, -1.716, -0.168
1065.587, 5.194, -1.068, 0.591
1065.613, 5.955, -1.116, 0.418
1065.639, 4.907, -1.237, 0.979
1065.664, 3.415, -0.452, 1.132
1065.691, 3.165, -0.873, 0.65
1065.716, 2.086, -1.245, 0.838
1065.744, -0.495, -0.176, 1.958
1065.77, -1.336, -0.322, 4.258
1065.795, -4.056, -0.455, 4.444
1065.822, -5.267, 0.955, 3.665
1065.849, -1.647, -0.508, -1.748
1065.875, 0.228, 3.319, -11.908
1065.901, 2.28, 9.151, -4.807
1065.928, -2.207, -4.395, -4.753
1065.955, -5.612, -6.348, -4.807
1065.981, -5.481, -3.629, -3.305
1066.007, -1.413, 1.579, 0.488
1066.033, 1.913, 1.874, 1.007
1066.059, 5.015, 1.166, 1.561
1066.085, 4.884, 0.832, 2.18
1066.111, 5.73, 0.254, 2.053
1066.137, 6.598, -0.213, 2.186
1066.162, 3.853, -1.169, 2.316
1066.189, 1.33, -0.929, 1.608
1066.215, -0.412, 0.096, 1.671
1066.241, -2.339, 0.942, 2.404
1066.267, -7.998, -2.335, 2.234
1066.292, -7.029, -3.353, 2.859
1066.319, -3.984, -1.419, 4.81
1066.345, -2.625, -9.863, -6.141
1066.371, 5.0, -3.3, -4.483
1066.396, 3.266, 3.546, -2.091
1066.422, -3.466, 5.058, -2.071
1066.449, -0.993, 0.355, -1.349
1066.476, 0.097, -1.042, -0.426
1066.502, 2.05, -1.571, -0.11
1066.528, 5.22, -1.353, 0.671
1066.553, 6.793, -1.821, 1.084
1066.578, 6.34, -2.433, 0.389
1066.603, 2.315, -2.265, 1.195
1066.629, 1.345, -1.225, 2.041
1066.656, -0.006, 0.479, 2.639
1066.682, -1.62, 1.819, 2.254
1066.708, -2.39, -0.148, 3.037
1066.734, -3.758, -2.353, 3.315
1066.76, -5.085, -1.843, 3.721
1066.786, -3.513, 9.308, -8.044
1066.813, 1.192, 2.278, -3.844
1066.839, 0.913, -5.133, -3.821
1066.865, -2.172, -3.309, -5.254
1066.891, -4.661, 0.569, -3.533
1066.916, -3.527, 1.262, -1.089
1066.941, -2.094, 0.315, 0.008
1066.967, 1.347, 1.962, 1.88
1066.992, 4.96, 2.254, 2.451
1067.017, 5.763, 2.945, 2.874
1067.043, 6.56, 0.283, 1.261
1067.069, 7.343, -0.558, 1.485
1067.096, 6.063, -0.817, 1.805
1067.121, 3.84, -0.497, 1.668
1067.147, -1.389, 0.773, 1.169
1067.173, -2.567, 1.135, 1.388
1067.199, -3.169, 1.391, 2.109
1067.224, -6.492, 0.672, 2.344
1067.251, -6.108, -1.311, 2.799
1067.276, -8.838, -2.481, -8.239
1067.303, -3.518, -10.135, -7.386
1067.328, 3.857, 3.913, -0.567
1067.354, -0.935, 6.574, -2.602
1067.38, -3.271, 3.898, -2.377
1067.405, -0.526, -1.569, -1.075
1067.432, 1.359, -1.051, -0.114
1067.457, 2.76, -0.894, 0.956
1067.483, 5.054, -1.471, 1.268
1067.51, 5.299, -2.042, 1.502
1067.536, 4.224, -1.914, 1.596
1067.562, 3.47, -1.268, 1.519
1067.588, 3.044, -0.366, 2.092
1067.615, 0.783, 0.273, 2.434
1067.644, -0.997, 1.186, 2.674
1067.67, -1.022, 0.038, 2.732
1067.695, -3.181, -1.739, 2.616
1067.722, -6.273, 0.896, 3.947
1067.748, -4.368, 5.095, -6.411
1067.774, -1.523, 3.329, -4.833
1067.799, 2.678, -4.152, -5.191
1067.824, 0.079, -5.036, -4.595
1067.851, -3.506, -2.816, -3.636
1067.876, -4.949, -0.046, -1.771
1067.902, -0.923, 0.036, 0.198
1067.928, 0.783, 0.881, 1.099
1067.954, 2.937, 1.959, 1.975
1067.98, 4.805, 2.725, 2.269
1068.006, 5.142, 0.54, 1.644
1068.032, 6.375, -0.403, 1.912
1068.058, 6.095, -0.605, 1.808
1068.085, 2.095, -0.315, 1.664
1068.111, -0.212, 0.546, 1.214
1068.137, -1.694, 0.729, 1.812
1068.162, -5.477, -0.988, 1.507
1068.188, -7.002, -1.797, 1.991
1068.214, -5.045, -0.534, 4.892
1068.24, -5.945, 1.284, -1.419
1068.265, 1.486, -5.46, -4.12
1068.291, 2.173, 1.02, -1.961
1068.317, 0.252, 4.604, -1.684
1068.343, -0.991, -1.372, -1.874
1068.37, -1.239, -1.937, -1.227
1068.395, 0.242, -0.89, -0.535
1068.42, 1.979, -0.725, 0.592
1068.447, 4.086, -0.865, 1.035
1068.472, 4.866, -1.704, 1.471
1068.498, 4.025, -2.367, 1.326
1068.523, 3.84, -0.336, 1.838
1068.55, 3.616, 0.362, 1.393
1068.576, 2.324, -0.109, 1.471
1068.602, 0.201, 0.062, 1.448
1068.628, -0.414, 0.067, 2.764
1068.654, -3.103, -2.591, 2.923
1068.679, -5.553, -0.999, 2.646
1068.705, -6.074, 5.898, -2.74
1068.732, -3.754, 9.827, -3.791
1068.758, 0.39, -1.516, -3.731
1068.783, 1.908, -6.303, -4.898
1068.809, -0.636, -2.754, -4.063
1068.836, -3.027, 0.556, -2.652
1068.862, -3.066, 1.886, -1.064
1068.888, 0.148, -0.287, 0.486
1068.915, 1.493, 1.289, 1.326
1068.941, 3.075, 1.59, 1.857
1068.966, 4.73, 0.37, 1.454
1068.991, 5.205, 0.108, 1.256
1069.017, 5.035, -0.201, 1.455
1069.042, 4.235, -0.532, 1.739
1069.069, 0.883, -0.101, 1.546
1069.094, -0.727, 0.625, 1.474
1069.12, -0.655, 0.53, 1.379
1069.147, -1.585, 1.146, 1.577
1069.173, -4.45, 1.303, 1.837
1069.199, -6.977, 0.97, 2.072
1069.225, -9.185, -2.851, -7.928
1069.253, -0.536, -6.992, -1.934
1069.28, 1.696, 0.655, -4.097
1069.306, -1.359, 3.758, -2.165
1069.331, -1.035, -0.242, -1.906
1069.358, -0.387, -2.841, -1.596
1069.385, 1.457, -1.22, -0.249
1069.411, 1.942, -0.971, 0.832
1069.436, 2.796, -0.991, 0.745
1069.462, 3.65, -1.333, 0.981
1069.487, 2.908, -1.719, 1.437
1069.514, 2.573, -0.745, 1.893
1069.541, 2.726, 0.277, 2.415
1069.568, 1.501, -0.05, 1.967
1069.594, -0.348, -0.305, 1.49
1069.62, 0.217, -0.323, 2.017
1069.645, -1.036, -1.854, 2.015
1069.671, -4.249, -1.712, 2.018
1069.696, -6.366, -0.228, 2.982
1069.722, -5.13, 5.759, -4.165
1069.749, -2.816, 6.551, -2.722
1069.775, 2.313, -2.346, -4.768
1069.801, 2.31, -5.623, -5.403
1069.827, -0.881, -3.485, -3.841
1069.853, -3.855, -0.532, -2.072
1069.88, -2.893, 1.799, -0.505
1069.905, 1.462, 1.527, 1.149
1069.933, 3.805, 1.313, 1.928
1069.959, 4.21, 2.159, 1.974
1069.986, 5.015, -0.05, 0.988
1070.012, 5.484, -0.022, 1.269
1070.037, 4.573, -0.213, 1.194
1070.062, 1.266, -0.237, 0.87
1070.088, -0.357, -0.082, 1.209
1070.115, -1.014, -0.153, 1.256
1070.14, -0.408, -0.074, 1.47
1070.166, -4.0, 2.653, 1.662
1070.191, -6.332, 1.453, 1.285
1070.217, -4.613, -1.652, 3.444
1070.242, 0.111, -4.542, -1.066
1070.268, 2.182, 1.263, -5.416
1070.293, 1.297, 2.025, -2.031
1070.319, -0.829, 3.36, -1.603
1070.345, -0.174, -0.368, -1.194
1070.37, -0.019, -1.509, -0.78
1070.396, 0.71, -1.619, -0.156
1070.422, 3.325, -1.419, 0.949
1070.448, 4.057, -1.043, 0.673
1070.474, 4.538, -1.259, 1.04
1070.499, 3.666, -1.35, 1.497
1070.525, 2.468, -0.104, 2.773
1070.552, 1.275, -0.343, 1.859
1070.577, -1.201, -2.077, 0.704
1070.602, 1.005, -0.169, 1.693
1070.627, 0.471, -0.874, 2.905
1070.655, -2.093, -1.661, 3.411
1070.68, -5.997, -0.407, 3.721
1070.706, -5.234, 8.562, -6.785
1070.733, -1.397, 4.912, -3.374
1070.759, 2.215, -4.326, -3.971
1070.786, -0.195, -4.42, -5.023
1070.812, -2.928, 0.643, -2.865
1070.838, -4.711, 3.501, -1.107
1070.863, -0.146, 1.064, 0.93
1070.89, 1.819, 1.805, 1.392
1070.915, 4.454, 1.775, 1.89
1070.94, 4.777, 1.444, 2.076
1070.965, 5.754, -0.377, 1.595
1070.991, 5.357, 0.072, 1.56
1071.017, 4.738, 0.404, 1.895
1071.043, 1.741, 0.648, 1.198
1071.068, -0.132, 0.893, 1.053
1071.094, -0.866, 0.308, 1.45
1071.12, -0.748, -0.085, 2.026
1071.148, -5.967, 2.761, 0.962
1071.174, -6.301, 0.264, 2.802
1071.202, -6.217, -6.793, -6.308
1071.23, -0.293, -1.45, -3.93
1071.256, 5.276, 1.53, -0.855
1071.282, -2.008, 4.598, -1.841
1071.308, -1.066, 1.132, -1.523
1071.334, -0.008, -1.614, -0.745
1071.36, 0.187, -1.67, -0.641
1071.386, 2.134, -1.251, 0.513
1071.411, 3.464, -0.841, 0.588
1071.437, 4.454, -1.09, 0.74
1071.464, 3.512, -1.413, 1.603
1071.49, 2.417, -0.613, 1.824
1071.516, 2.157, 0.012, 1.871
1071.542, 1.333, 0.019, 2.148
1071.568, -0.401, -0.504, 2.301
1071.595, 0.188, -0.847, 2.44
1071.621, -1.436, -2.418, 2.529
1071.646, -6.457, 0.421, 3.388
1071.671, -4.863, 3.107, 0.897
1071.696, -4.822, 8.004, -4.937
1071.722, 2.369, -2.751, -3.395
1071.747, 2.985, -4.233, -5.367
1071.774, -0.31, -4.15, -4.872
1071.8, -5.162, 0.77, -1.888
1071.827, -1.513, 0.691, 0.521
1071.855, 0.445, 1.233, 0.942
1071.881, 4.058, 1.548, 1.623
